DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ABW: Aruba,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,1.813,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ABW: Aruba,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,1.834,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ABW: Aruba,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,1.854,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ABW: Aruba,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,1.872,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ABW: Aruba,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,1.886,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ABW: Aruba,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.896,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ABW: Aruba,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.901,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ABW: Aruba,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.901,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.936,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,1.922,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,1.905,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,1.887,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,1.871,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,1.858,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,1.846,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,1.836,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.825,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.815,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUS: Australia,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.806,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.419,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,1.431,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,1.444,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,1.458,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,1.474,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,1.49,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,1.505,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,1.52,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.533,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.544,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.554,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.954,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.004,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.048,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.082,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,2.104,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,2.113,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,2.109,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,2.097,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,2.082,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,2.063,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,2.044,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.865,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,1.847,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,1.828,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,1.81,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,1.794,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,1.782,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,1.771,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,1.762,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.752,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.743,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHS: Bahamas,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.733,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,2.164,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.139,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.118,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.098,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,2.078,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,2.056,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,2.033,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,2.01,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.987,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.964,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BHR: Bahrain,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.942,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,2.324,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.273,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.228,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.188,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,2.152,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,2.12,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,2.09,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGD: Bangladesh,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,2.062,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
